date,BARRA BONITA,BATALHA,CHAVANTES,COMPLEXO ILHA SOLTEIRA,EMBORCACAO,FURNAS,ITAIPU,ITUMBIARA (FURNAS),MAL. MASCARENHAS DE MORAES,MARIMBONDO,NOVA PONTE,PARAIBUNA,SAO SIMAO (CEMIG),SEN. JOSE ERMIRIO DE MORAES,SERRA DA MESA,SERRA DO FACAO,TRES IRMAOS,TRES MARIAS
2000-01-01,578.9787096774195,,256.26129032258063,5392.369354838709,693.6451612903226,2177.83935483871,9505.870967741936,1554.225806451613,1287.0270967741935,2612.5787096774197,537.3225806451613,131.5016129032258,2678.7741935483873,2311.215483870968,1793.7380645161293,,989.4932258064517,1071.8387096774193
2000-02-01,690.6224137931032,,415.7834482758621,5923.185172413793,982.9655172413793,1819.111379310345,10722.275862068966,1792.5862068965516,984.4162068965517,3224.7686206896547,757.9310344827586,104.72172413793105,3131.862068965517,3141.156206896552,1718.7910344827587,,1088.5393103448275,2074.7586206896553
2000-03-01,470.1070967741936,,284.028064516129,7009.811290322579,975.7096774193549,1361.4812903225811,11403.09677419355,1994.225806451613,835.7132258064514,2398.3719354838713,688.1935483870968,92.75387096774193,2949.1612903225805,2879.9980645161295,1756.7674193548385,,961.3329032258065,1436.967741935484
2000-04-01,259.49333333333345,,235.93033333333332,5569.821,506.6666666666667,754.4726666666667,9936.6,1539.5,1016.6926666666667,1926.6429999999998,365.3333333333333,70.07166666666669,2187.133333333333,2319.232666666666,836.4376666666667,,815.654,663.8666666666667
2000-05-01,180.81032258064516,,208.59161290322587,5361.657096774193,301.5483870967742,511.3435483870968,9379.290322580646,1706.3548387096773,1068.27935483871,1682.841290322581,224.41935483870967,41.92000000000001,2097.8387096774195,2307.394838709677,424.35709677419356,,826.7303225806452,390.64516129032256
2000-06-01,167.1786666666666,,212.58599999999998,5568.985333333334,221.93333333333334,486.41166666666675,9908.633333333333,1336.0,885.8600000000001,1593.3043333333333,162.56666666666666,35.80166666666666,2259.866666666667,1901.9483333333337,296.93199999999996,,784.1133333333331,279.6333333333333
2000-07-01,204.75000000000006,,198.93677419354836,5149.811612903226,174.1290322580645,410.5151612903226,10409.612903225807,1143.9032258064517,860.081935483871,1442.6661290322575,136.4516129032258,36.45903225806452,2171.032258064516,1842.4051612903227,219.64129032258066,,588.7099999999999,201.83870967741936
2000-08-01,199.78290322580645,,174.82,5190.267741935483,139.06451612903226,380.0154838709676,10086.322580645161,1229.1012903225803,970.6732258064515,1371.3596774193552,103.90322580645162,36.86290322580644,2224.516129032258,1807.3841935483872,157.27870967741936,,606.3309677419355,143.38709677419354
2000-09-01,343.84133333333347,,317.21299999999997,4420.467333333333,188.76666666666668,597.211,13444.0,929.3,850.1333333333333,1452.3230000000003,157.26666666666668,54.308,2100.866666666667,1506.026666666667,172.46466666666666,,737.1846666666664,223.3
2000-10-01,191.79516129032257,,206.2393548387097,4744.243870967742,96.48387096774194,324.2167741935484,11447.612903225807,1079.0216129032258,929.7919354838708,1196.6670967741936,89.7741935483871,36.79225806451612,2231.2903225806454,1781.995483870968,136.14000000000001,,716.715483870968,98.41935483870968
2000-11-01,384.1276666666667,,215.94500000000005,4463.798,301.3666666666667,680.0036666666667,10755.366666666667,1206.7,681.4809999999999,1410.7383333333337,187.46666666666667,69.16699999999999,1983.4666666666667,1375.8573333333334,679.7790000000002,,673.4216666666667,568.9666666666667
2000-12-01,615.0964516129033,,243.97935483870967,4636.387741935482,611.1612903225806,1009.932258064516,10787.741935483871,1394.6129032258063,673.0419354838708,1512.400967741936,285.83870967741933,94.29451612903226,2671.7741935483873,1643.4348387096775,1313.6858064516127,,900.1035483870969,905.8387096774194
2001-01-01,570.1148387096774,,220.98838709677418,5021.923870967741,443.93548387096774,872.7180645161291,11947.387096774193,1137.0,714.3467741935484,1436.6783870967745,298.1290322580645,78.98129032258065,2472.2580645161293,1736.4816129032256,797.3816129032259,,765.2951612903227,736.1612903225806
2001-02-01,856.257142857143,,487.44928571428574,4796.722857142856,271.42857142857144,678.6685714285715,13432.857142857143,1007.2857142857143,839.3564285714286,1593.109642857143,215.46428571428572,97.57785714285716,2302.6071428571427,1393.2703571428572,592.7357142857144,,1190.7907142857146,313.10714285714283
2001-03-01,512.0038709677419,,434.74258064516124,4597.768709677419,385.03225806451616,584.576129032258,9947.451612903225,1121.741935483871,735.7664516129032,1452.0803225806453,245.74193548387098,74.4793548387097,2410.2580645161293,1625.764516129033,970.577741935484,,949.3006451612905,430.7096774193548
2001-04-01,313.7843333333332,,293.14700000000005,4664.8213333333315,251.4,444.96933333333334,10361.333333333334,1128.5666666666666,701.0983333333334,1315.9476666666667,170.83333333333334,44.981999999999985,2132.1,1743.9693333333337,534.7323333333331,,858.2209999999997,192.93333333333334
2001-05-01,272.05709677419355,,379.4429032258065,3846.6832258064524,180.0,358.8803225806452,9204.354838709678,1056.6129032258063,458.79290322580647,926.4525806451613,135.5483870967742,44.04870967741936,1502.4516129032259,1110.104193548387,294.91032258064524,,772.5412903225806,134.67741935483872
2001-06-01,206.649,,345.869,2666.6240000000007,126.5,278.2603333333334,8324.033333333333,561.8333333333334,321.124,731.7429999999999,106.9,30.556333333333328,1032.1,717.5833333333335,172.7483333333334,,563.874,116.63333333333334
2001-07-01,197.86774193548385,,277.09612903225803,2290.5503225806456,94.7741935483871,244.67903225806455,7207.451612903225,487.4516129032258,314.2825806451613,577.613870967742,92.7741935483871,33.089677419354835,1150.3870967741937,447.8738709677419,137.92322580645163,,579.5135483870968,99.58064516129032
2001-08-01,180.00838709677416,,260.1306451612903,2722.5025806451604,70.87096774193549,213.0196774193549,6767.709677419355,653.7774193548387,321.725806451613,551.0641935483872,75.03225806451613,31.74838709677419,1270.225806451613,874.3029032258065,81.9432258064516,,479.5038709677418,85.41935483870968
2001-09-01,182.727,,263.17333333333335,2593.838333333333,86.73333333333333,267.0296666666667,7027.966666666666,718.4666666666667,332.492,644.4376666666668,77.16666666666667,42.054,1355.8666666666666,533.339,106.10666666666667,,432.80733333333336,106.3
2001-10-01,392.73322580645157,,320.87000000000006,2525.9577419354846,140.8709677419355,420.9290322580644,8255.774193548386,663.483870967742,303.6890322580645,750.2012903225807,106.87096774193549,48.51612903225808,1320.6129032258063,850.6416129032259,298.5661290322581,,545.3874193548387,195.67741935483872
2001-11-01,282.59766666666667,,266.98766666666666,2966.867333333333,281.2,580.0796666666666,7950.666666666667,881.6,501.7873333333335,958.4953333333334,171.26666666666668,42.60233333333334,1413.5,1142.2393333333334,587.173,,614.4660000000001,428.23333333333335
2001-12-01,571.5029032258064,,546.8680645161289,3126.2706451612894,500.9032258064516,1019.4309677419354,8732.612903225807,1034.2903225806451,375.17483870967743,1181.9867741935482,369.6774193548387,65.64193548387098,1562.774193548387,1154.4041935483867,971.5409677419356,,827.0564516129033,787.9354838709677
2002-01-01,932.159677419355,,691.206129032258,3936.2932258064516,812.4003225806454,1183.4483870967742,10847.147096774193,1535.9409677419355,281.79870967741937,1658.2803225806454,426.0109677419355,112.45451612903226,2336.501612903226,1387.0712903225804,2057.940322580645,,1013.193870967742,1303.9174193548386
2002-02-01,877.8239285714286,,532.3150000000002,6278.878928571428,1081.6985714285713,1943.1389285714283,13323.466071428573,1801.0575000000001,416.79107142857146,2038.0432142857146,609.4714285714284,114.39464285714283,2696.428928571429,1695.7271428571432,1730.374642857143,,1519.1189285714286,1794.3925
2002-03-01,653.1912903225807,,432.93677419354833,5777.486451612902,692.3380645161291,1029.978387096774,12019.505806451612,1264.5490322580647,340.22451612903234,1674.7138709677417,369.13000000000005,65.99419354838709,2408.239677419354,1962.082903225806,1036.8829032258063,,1376.9048387096775,941.6970967741935
2002-04-01,310.83,,386.80633333333327,4949.8663333333325,402.97799999999995,578.9423333333333,9692.510999999999,1129.4546666666668,311.51033333333334,1159.6126666666669,232.36699999999993,48.050666666666665,2257.1780000000003,1751.147,628.7803333333333,,832.7840000000001,402.11066666666665
2002-05-01,320.63,,331.3154838709678,4087.2609677419355,283.5490322580645,474.11741935483866,11420.641935483869,920.063870967742,520.5264516129033,1193.1196774193547,185.73483870967738,44.08387096774193,1744.296129032258,1132.8448387096776,374.078064516129,,837.8648387096775,275.52
2002-06-01,204.93766666666667,,227.235,3426.5456666666664,207.7866666666667,368.7993333333333,8663.37,788.8283333333333,483.82199999999995,933.0476666666667,137.02533333333335,35.778999999999996,1359.6886666666667,1031.9733333333336,264.3373333333332,,434.8250000000001,205.6003333333333
2002-07-01,194.48193548387096,,242.55580645161288,3510.423225806452,162.36225806451608,345.48709677419356,7923.401935483871,645.6045161290323,774.8309677419356,1152.5909677419359,116.01290322580648,34.90129032258064,1429.8848387096775,1622.5548387096771,195.4916129032257,,489.4203225806451,161.17709677419353
2002-08-01,230.5558064516129,,265.8132258064517,3980.401290322581,115.61161290322576,282.6045161290322,8418.784193548388,699.6770967741935,783.5470967741934,1035.5229032258064,86.56419354838711,30.105483870967735,1826.6677419354844,1471.8767741935485,121.15161290322582,,803.734193548387,85.87387096774194
2002-09-01,187.684,,280.06133333333327,3780.633333333333,123.89666666666669,361.30500000000006,8854.371333333333,637.1813333333336,541.176,1128.3036666666667,96.74733333333333,33.00366666666667,1627.2266666666667,1149.7966666666662,116.10933333333332,,681.5763333333333,137.73399999999998
2002-10-01,154.43064516129033,,225.65838709677422,4355.8025806451615,73.9409677419355,254.41838709677432,9014.267419354837,634.2706451612903,651.2803225806454,883.8287096774194,62.75258064516131,24.72741935483871,1808.0816129032255,1550.0351612903225,113.5761290322581,,629.5293548387097,75.46290322580646
2002-11-01,305.54433333333327,,324.8633333333334,4015.293333333332,122.11833333333331,473.24300000000005,9330.412999999999,978.7293333333332,739.7230000000001,1157.5406666666668,107.50533333333333,59.05166666666667,1478.5483333333332,1361.3973333333338,323.9296666666667,,560.9743333333333,332.67499999999995
2002-12-01,393.57322580645155,,309.0616129032258,3692.9674193548385,316.0177419354839,934.2883870967743,10933.241612903226,1146.6029032258066,587.8132258064516,1514.5306451612905,199.64903225806452,86.92161290322579,1727.5325806451608,1353.4387096774196,601.9829032258064,,565.4799999999999,837.2329032258065
2003-01-01,735.7077419354839,,402.06774193548387,3817.047741935484,1132.647741935484,1788.9287096774192,10074.401290322581,1419.549677419355,739.763548387097,2198.9987096774194,554.5135483870969,100.87516129032257,2210.837741935484,1831.2319354838708,1180.35,,965.0464516129031,1641.516129032258
2003-02-01,733.0339285714284,,456.8817857142858,5561.375357142858,679.3446428571431,1415.7596428571428,14482.361785714284,1371.8521428571426,752.7539285714286,2588.66,401.7228571428571,58.86071428571429,2156.2389285714285,2752.9939285714286,1048.9317857142858,,1311.4932142857142,1172.4267857142859
2003-03-01,438.02967741935475,,515.1645161290323,6010.4329032258065,658.7703225806451,1013.5690322580647,12500.135806451612,1364.953870967742,959.423870967742,2356.1651612903224,350.3845161290323,65.66483870967744,1915.0622580645156,2840.0987096774197,1129.0916129032257,,764.064193548387,871.1483870967743
2003-04-01,282.717,,450.6316666666666,5399.078666666667,549.1539999999999,656.4256666666666,11301.104000000001,1280.970666666667,675.3533333333332,1840.6143333333325,288.414,40.73033333333333,2266.645666666667,2089.637333333333,905.3496666666663,,898.7379999999999,463.972
2003-05-01,211.2267741935484,,330.1012903225806,4434.346774193547,310.85935483870963,499.0890322580646,9440.982580645159,935.4693548387097,686.24,1502.7532258064516,187.93129032258065,29.1616129032258,1800.3638709677418,1872.4064516129029,394.6070967741936,,564.9996774193547,299.78387096774196
2003-06-01,172.34900000000005,,309.874,4241.142000000002,250.07233333333323,373.26066666666674,9112.648666666664,1013.7543333333332,613.2886666666668,1318.3293333333334,139.87666666666667,23.94466666666666,1813.3013333333333,1600.8276666666668,259.1309999999999,,551.5893333333332,223.55866666666665
2003-07-01,161.19967741935486,,331.9793548387097,4397.3316129032255,202.20419354838708,380.55322580645174,9075.85483870968,951.6003225806453,812.2364516129031,1327.190967741936,105.89580645161293,24.68,1983.1445161290324,1414.3748387096775,159.5832258064517,,496.78548387096777,193.25838709677416
2003-08-01,141.86903225806452,,270.28161290322583,4595.286451612903,169.66290322580642,275.14645161290326,8895.892258064516,1242.1283870967745,925.4806451612905,1282.074516129032,68.24999999999999,22.556451612903228,2239.7467741935484,1740.0251612903226,95.94129032258061,,576.9145161290322,149.28290322580648
2003-09-01,133.13366666666667,,267.9746666666667,4996.073666666666,168.364,242.76966666666667,9560.812666666667,1398.2406666666673,889.2183333333335,1230.4886666666666,72.64133333333335,24.354333333333333,2435.546666666667,1812.2803333333334,112.14366666666668,,715.7319999999997,130.56566666666666
2003-10-01,179.5316129032258,,211.4154838709677,5091.2116129032265,145.5432258064516,336.50612903225806,10638.44451612903,1358.5383870967742,819.5919354838709,1087.8496774193547,79.23870967741938,44.31322580645161,2523.119032258064,1750.8419354838713,125.30225806451612,,942.6790322580645,88.19419354838709
2003-11-01,245.09466666666657,,313.86966666666666,4826.850333333335,225.88933333333335,452.1760000000001,9960.598666666667,1572.9986666666666,862.2353333333334,1379.1776666666665,155.03333333333333,46.089333333333315,2624.8329999999996,1567.6056666666666,264.8116666666666,,538.0353333333334,201.86166666666668
2003-12-01,366.24161290322587,,268.80709677419355,4578.163548387096,345.86999999999983,850.1416129032258,11380.309677419351,1440.8738709677418,786.8199999999999,1617.7338709677422,257.79870967741937,47.206129032258055,2245.8774193548393,1638.5858064516128,332.06354838709683,,497.8022580645162,716.0548387096777
2004-01-01,558.8261290322581,,493.95612903225805,4785.252903225805,788.0596774193547,1214.8548387096773,9140.009032258065,1252.820322580645,777.517741935484,1546.2341935483876,466.14451612903224,78.20870967741936,2067.9754838709678,1688.4358064516127,1277.3367741935485,,732.7803225806454,1287.3829032258066
2004-02-01,682.1631034482758,,737.8482758620689,5301.621724137931,1403.9796551724135,1512.0503448275865,9331.594827586207,2488.246551724138,692.3193103448277,2140.021379310345,670.5082758620691,103.22689655172417,3440.694827586206,1830.7565517241378,2990.8399999999997,,1031.7703448275863,1784.1948275862069
2004-03-01,432.37774193548387,,380.50161290322575,6341.246129032259,1145.4429032258067,1304.381290322581,9943.537741935483,2338.8103225806453,756.6109677419356,2221.100322580646,617.5277419354837,74.35548387096776,4403.021935483872,1825.8367741935483,1861.3174193548386,,1037.8719354838709,1821.9970967741936
2004-04-01,351.976,,348.9793333333334,6333.497666666665,946.7239999999999,989.121333333333,9884.287333333335,2075.882666666667,793.794,1898.4959999999994,399.97833333333335,73.87033333333332,3517.7453333333337,1980.3200000000002,1303.4333333333334,,856.4713333333332,1013.905
2004-05-01,296.3793548387097,,443.3235483870968,4691.40612903226,506.83032258064515,711.2006451612905,11564.817096774192,1527.6974193548388,767.3948387096775,1678.952580645161,253.01129032258078,53.34032258064514,2527.824193548387,1853.0951612903227,635.8387096774194,,672.482258064516,448.26709677419353
2004-06-01,328.5596666666667,,343.2203333333333,4422.214000000001,332.3666666666666,646.6540000000002,12014.903333333334,1098.4080000000001,715.795,1557.4646666666665,201.1700000000001,59.081333333333355,2010.2396666666662,1784.9633333333338,404.3,,490.6056666666667,362.5966666666666
2004-07-01,313.9029032258064,,377.0767741935483,4097.286451612903,262.24064516129033,559.2977419354839,11083.178709677419,1058.7541935483873,617.398064516129,1325.469677419355,169.62032258064517,57.74516129032259,1729.7193548387097,1444.2858064516129,276.03225806451616,,337.22096774193557,299.0370967741935
2004-08-01,169.99967741935487,,315.1929032258065,4616.500000000001,223.26,430.5490322580645,9269.462580645162,1008.254838709677,791.8325806451612,1096.2196774193553,124.42548387096772,34.67709677419355,1993.0177419354834,1403.4251612903229,180.2258064516129,,320.99709677419366,236.435806451613
2004-09-01,142.67533333333333,,332.28666666666675,4770.397333333332,192.926,284.0,9375.94,1197.5913333333333,728.5723333333334,1067.9946666666667,82.37333333333332,29.03066666666667,2173.5473333333334,1652.6299999999997,148.36533333333335,,335.9309999999999,167.14199999999997
2004-10-01,267.44483870967747,,361.66258064516126,4660.120645161292,169.96967741935484,505.13806451612913,11170.294516129032,1027.861612903226,624.5641935483872,1247.6464516129035,123.46064516129033,42.924516129032256,1949.6116129032262,1443.4325806451611,227.3874193548387,,482.5890322580645,179.05129032258066
2004-11-01,312.384,,320.761,4610.192666666666,210.73500000000004,538.1993333333334,12041.287666666665,1121.8593333333336,803.2646666666668,1210.9333333333332,143.343,49.379333333333335,1998.8770000000002,1649.7186666666662,315.84666666666664,,411.8606666666667,202.99899999999994
2004-12-01,423.17225806451614,,265.3106451612903,4930.0774193548405,523.548064516129,1430.9700000000003,10757.798387096775,1407.6674193548388,899.0722580645161,1960.5029032258058,369.3825806451612,60.057096774193525,2608.1512903225803,1958.9580645161288,484.3245161290322,,632.2551612903227,992.3606451612902
2005-01-01,825.6664516129033,,662.7741935483871,8213.053548387095,1019.6748387096774,2175.896451612903,14933.065161290322,2184.1125806451614,2156.215806451613,3669.0764516129034,458.4290322580645,118.03548387096772,2884.953225806452,3778.56064516129,974.4025806451612,,1254.921935483871,1716.1812903225807
2005-02-01,465.9807142857144,,508.92857142857144,7897.300714285716,753.7375,1722.6414285714288,15505.42821428571,1807.447142857143,1782.5642857142852,3154.7989285714284,328.1857142857143,103.87535714285717,3199.118214285714,3454.7846428571434,1325.9285714285713,,549.4867857142857,1233.7264285714284
2005-03-01,600.2725806451614,,388.96774193548384,6849.623870967741,1039.8787096774195,1445.1141935483872,9962.751290322582,2448.142903225806,1485.0832258064515,2736.68,381.7396774193548,73.59096774193549,3784.2045161290325,2582.544193548387,1589.8493548387098,,1063.3519354838709,1599.1506451612897
2005-04-01,311.6363333333334,,307.46666666666664,5518.410999999999,526.7186666666668,811.307,10218.821666666667,1464.9013333333337,883.841666666667,1723.553,223.9303333333333,115.72166666666664,2961.4576666666662,1957.5466666666666,764.9193333333332,,880.4636666666667,602.6423333333333
2005-05-01,445.5858064516129,,302.741935483871,4742.657096774193,361.1703225806451,909.2035483870969,9605.523548387097,1214.017096774193,859.1793548387097,1637.2003225806454,194.42354838709682,68.94645161290322,2197.2032258064514,1731.6916129032259,422.6190322580646,,613.251935483871,512.4790322580644
2005-06-01,273.701,,267.53333333333336,4578.645666666667,281.70900000000006,648.8703333333334,9846.835000000001,1130.3936666666664,748.2503333333332,1590.035333333334,179.51466666666667,47.324,1946.235,1849.0603333333336,245.42666666666665,,380.175,361.67799999999994
2005-07-01,213.57419354838717,,265.19354838709677,4295.905806451612,230.72129032258067,547.2732258064517,8717.868064516128,1163.753870967742,777.6038709677418,1270.2961290322582,120.51903225806456,43.33451612903226,1670.355806451613,1611.1119354838709,187.67741935483872,,331.93838709677414,272.83677419354837
2005-08-01,166.98258064516125,,273.9032258064516,4616.003225806451,214.73709677419345,431.4464516129033,8806.826451612904,1424.9154838709674,958.2161290322581,1248.559032258064,91.25290322580646,32.248387096774195,2085.0196774193546,1744.1045161290324,136.48387096774192,,365.7970967741937,228.84258064516135
2005-09-01,209.09366666666668,,381.3333333333333,4379.67,170.471,493.3709999999999,9329.801333333333,1206.0366666666664,725.0573333333334,1241.9600000000003,96.38966666666667,49.25299999999999,1689.3853333333332,1457.4513333333337,82.1,,363.5493333333333,220.21099999999998
2005-10-01,309.3435483870968,,431.0,4429.622903225807,117.10709677419356,407.4009677419355,12978.69,1173.313870967742,851.9558064516128,1205.3967741935485,69.85032258064518,56.15677419354839,1999.5980645161292,1582.9632258064514,81.09677419354838,,371.7570967741935,159.76258064516128
2005-11-01,253.9916666666667,,254.2,4315.904666666667,374.375,721.5403333333331,10681.07,1395.1186666666667,851.8456666666666,1285.4500000000003,233.4683333333333,64.33766666666665,2020.3566666666673,1589.0660000000005,386.0603333333334,,285.81133333333327,720.1416666666667
2005-12-01,392.27967741935475,,291.2258064516129,7311.609677419354,1293.684516129032,1311.8651612903225,12437.781290322582,2197.0887096774195,832.4090322580647,1770.4370967741936,509.4358064516131,81.21096774193548,4041.1022580645167,1686.656774193549,1220.3932258064517,,853.4522580645162,1544.9070967741934
2006-01-01,526.5041935483871,,362.5006451612902,5984.372258064516,796.346451612903,1098.3393548387096,11911.994193548388,1713.5783870967743,1038.4825806451613,2082.3290322580647,400.8874193548387,71.87806451612907,3069.672258064516,2387.357741935484,663.2258064516129,,846.8883870967744,758.8170967741935
2006-02-01,701.2160714285714,,426.63428571428574,5694.142142857143,693.3078571428574,1067.9614285714283,11030.257857142858,1498.8292857142858,928.070357142857,2264.4599999999996,349.99285714285713,134.96678571428575,2977.2103571428565,2260.5064285714284,789.5,,1154.5278571428573,702.0924999999999
2006-03-01,663.9190322580645,,366.17516129032254,8193.403548387098,1012.3519354838709,1316.000967741936,13690.466129032258,2301.4035483870966,1323.4267741935482,2602.1764516129033,502.4354838709677,73.97419354838709,4053.336774193548,2698.686451612903,1198.2903225806451,,1214.67,1321.67129032258
2006-04-01,485.1003333333334,,365.4290000000001,7139.143333333335,816.911,629.295,12556.787,2570.1403333333333,751.8733333333333,1748.5443333333328,354.6406666666666,56.57100000000002,4512.345333333333,1775.6206666666667,1014.2256666666666,,1153.9226666666666,645.8383333333333
2006-05-01,221.77903225806455,,230.01096774193553,5150.524838709678,447.2129032258065,439.3393548387097,9528.045483870967,1570.5454838709682,745.2706451612902,1420.3583870967743,232.2748387096774,43.586451612903225,2736.463225806452,1640.415806451613,438.2945161290321,,599.7909677419353,345.5493548387097
2006-06-01,186.87766666666664,,230.28066666666666,5294.140000000001,317.7906666666667,407.60066666666654,10041.418333333333,1384.3890000000001,926.212,1297.9073333333336,171.716,36.61900000000001,2581.680333333334,1774.5630000000003,262.12833333333333,,618.1396666666666,257.04499999999996
2006-07-01,224.74258064516118,,309.41354838709674,5450.343225806451,276.4358064516129,368.0593548387096,9754.039032258062,1338.064193548387,800.5654838709677,1156.7080645161288,141.5725806451613,36.43,2648.134193548388,1886.8074193548387,177.03612903225803,,541.3245161290323,221.95516129032262
2006-08-01,158.26419354838706,,327.52612903225804,6059.126129032258,240.21709677419355,302.49741935483877,9607.53258064516,1476.704838709678,1069.8935483870966,1495.0138709677417,110.54806451612905,27.636129032258058,3011.437419354839,1992.685161290323,139.8383870967742,,637.6241935483873,185.24645161290326
2006-09-01,195.14166666666674,,291.0526666666667,5657.973333333333,235.1126666666667,321.674,10266.620666666666,1440.5750000000003,1131.5186666666666,1452.477,119.942,36.157000000000004,3160.38,1580.9786666666669,115.56666666666666,,564.3246666666665,202.83133333333333
2006-10-01,221.77967741935484,,246.56258064516126,5714.556774193548,408.2506451612902,448.46064516129036,9597.884193548389,1695.3387096774193,1205.1506451612902,1730.6967741935484,246.31354838709686,40.17516129032256,3154.048064516129,1637.197419354839,392.0,,623.5393548387096,389.50354838709677
2006-11-01,250.2853333333333,,194.15666666666667,5507.607,497.1566666666666,666.7163333333333,10022.140000000003,1844.9170000000001,1176.7199999999998,1702.6156666666664,228.4203333333333,61.75033333333334,3282.9060000000004,1948.3666666666672,598.7606666666667,,499.98433333333344,638.7796666666668
2006-12-01,445.0490322580645,,232.111935483871,5590.468387096772,1230.9448387096775,1298.2587096774196,11383.693870967738,2574.337419354839,1018.118064516129,2158.7706451612903,620.332258064516,99.96064516129033,3769.1509677419363,1863.9151612903224,837.350322580645,,755.5112903225809,2382.530322580645
2007-01-01,1100.0332258064518,,422.13741935483864,9581.976451612903,1990.0651612903227,3282.114516129032,16817.317741935483,3675.6732258064517,969.8332258064515,3861.997096774194,964.8316129032258,105.00548387096778,3890.2467741935484,4045.679677419354,1146.784193548387,,1747.049677419355,3016.688387096774
2007-02-01,651.6478571428571,,374.7871428571428,13707.088928571427,2152.7446428571425,2124.831785714285,21876.141428571424,4909.0082142857145,1883.652857142857,4243.1164285714285,801.3653571428573,66.1607142857143,7629.195000000001,4583.385,2419.3771428571426,,1321.7653571428566,2448.5057142857145
2007-03-01,445.3935483870967,,386.2041935483871,7968.521612903225,913.0990322580645,855.5006451612902,15268.613870967742,2467.5709677419354,900.2016129032259,2457.012580645161,403.943870967742,47.24,4232.761290322581,2792.2132258064516,961.8251612903222,,1040.1519354838708,794.6390322580645
2007-04-01,271.62399999999997,,235.85033333333334,5584.202333333334,582.7586666666665,708.1426666666665,11072.213000000002,1765.5619999999997,715.3100000000001,1837.3676666666663,302.8999999999999,39.41233333333333,2834.5060000000003,1956.6816666666666,618.0859999999999,,589.8946666666666,562.3766666666668
